BAS ID,GEOID for TIGERweb,Name,MTDB Expanded Lsad,Tribe Name,State FIPS,State Abbreviation,County FIPS,County Name,ANSI Code
49900220305,0305,Blackfeet Reservation,Indian Reservation,Blackfeet Tribe of the Blackfeet Indian Reservation of Monta,30,MT,035,Glacier,00806895
49900310450,0450,Campo Reservation,Indian Reservation,Campo Band of Diegueno Mission Indians of the Campo Indian Reservation,06,CA,073,San Diego,00270242
49900490735,0735,Colorado River Reservation,Indian Reservation,Colorado River Indian Tribes of the Colorado River Indian Reservation,04,AZ,012,La Paz,00022753
49900490735,0735,Colorado River Reservation,Indian Reservation,Colorado River Indian Tribes of the Colorado River Indian Reservation,06,CA,071,San Bernardino,00022753
49900490735,0735,Colorado River Reservation,Indian Reservation,Colorado River Indian Tribes of the Colorado River Indian Reservation,06,CA,065,Riverside,00022753
49900811210,1210,Fort McDermitt Reservation,Indian Reservation,Fort McDermitt Paiute and Shoshone Tribes of the Fort McDermitt Indian Reservation,32,NV,013,Humboldt,00859740
49900811210,1210,Fort McDermitt Reservation,Indian Reservation,Fort McDermitt Paiute and Shoshone Tribes of the Fort McDermitt Indian Reservation,41,OR,045,Malheur,00859740
49900841250,1250,Fort Peck Reservation,Indian Reservation,Assiniboine and Sioux Tribes of the Fort Peck Indian Reservation,30,MT,105,Valley,00805884
49900841250,1250,Fort Peck Reservation,Indian Reservation,Assiniboine and Sioux Tribes of the Fort Peck Indian Reservation,30,MT,085,Roosevelt,00805884
49900841250,1250,Fort Peck Reservation,Indian Reservation,Assiniboine and Sioux Tribes of the Fort Peck Indian Reservation,30,MT,019,Daniels,00805884
49900841250,1250,Fort Peck Reservation,Indian Reservation,Assiniboine and Sioux Tribes of the Fort Peck Indian Reservation,30,MT,091,Sheridan,00805884
49900861280,1280,Fort Yuma Reservation,Indian Reservation,Quechan Tribe of the Fort Yuma Indian Reservation,04,AZ,027,Yuma,00242378
